tweet_id,retweet_count,favorite_count
733482008106668032,1012,3285
733460102733135873,1358,4394
733109485275860992,17888,51459
732732193018155009,568,2549
732726085725589504,942,3688
732585889486888962,821,3848
732375214819057664,2688,8446
732005617171337216,5810,15601
731285275100512256,1047,3640
731156023742988288,1351,4005
730924654643314689,2104,6400
730573383004487680,2291,5137
730427201120833536,1108,3616
730211855403241472,1123,3998
730196704625098752,2043,5106
729854734790754305,1199,4207
729838605770891264,409,1783
729823566028484608,1317,4163
729463711119904772,2458,6054
729113531270991872,349,1966
728986383096946689,871,3296
728760639972315136,1811,4875
728751179681943552,721,2890
728653952833728512,1104,3454
728409960103686147,2131,5123
728387165835677696,1017,3823
728046963732717569,1251,4491
728035342121635841,1772,4749
728015554473250816,1162,4271
727685679342333952,677,3058
727644517743104000,1852,6151
727524757080539137,1294,4662
727314416056803329,797,3471
727286334147182592,869,3177
727175381690781696,1461,4037
727155742655025152,1404,3797
726935089318363137,2603,7175
726887082820554753,1596,4003
726828223124897792,1069,3704
726224900189511680,1219,4603
725842289046749185,2818,7359
725786712245440512,1444,4339
725729321944506368,1888,5406
725458796924002305,661,1467
724983749226668032,1383,3866
724771698126512129,680,2471
724405726123311104,1747,5525
724049859469295616,1872,4506
724046343203856385,592,2775
724004602748780546,1672,4359
723912936180330496,1297,4061
723688335806480385,3166,8027
723673163800948736,944,3154
723179728551723008,1991,5520
722974582966214656,1668,4288
722613351520608256,1738,5175
721503162398597120,1983,4853
721001180231503872,654,2631
720785406564900865,815,3244
720775346191278080,719,2581
720415127506415616,1587,4301
720389942216527872,2670,6676
720340705894408192,1036,2988
720059472081784833,1193,4047
720043174954147842,2129,5108
719991154352222208,1852,5038
719704490224398336,1539,4757
719551379208073216,2041,5265
719367763014393856,785,2908
719339463458033665,1327,4597
719332531645071360,1014,3556
718971898235854848,1161,3640
718939241951195136,1871,5465
718631497683582976,8564,19693
718613305783398402,511,2534
718540630683709445,1074,2586
718460005985447936,560,2804
718454725339934721,1600,5065
718246886998687744,530,2008
718234618122661888,1066,4042
717841801130979328,630,2553
717790033953034240,1196,3007
717537687239008257,1949,5992
717428917016076293,481,1673
717421804990701568,893,3284
717047459982213120,2027,6531
717009362452090881,1033,3406
716802964044845056,1249,4461
716791146589110272,1523,6236
716730379797970944,454,1281
716447146686459905,6258,13654
716439118184652801,225,2465
716285507865542656,1151,2893
716080869887381504,2036,7005
715928423106027520,925,3323
715758151270801409,1511,3893
715733265223708672,1791,4869
715704790270025728,600,2910
715696743237730304,1362,4067
715680795826982913,1718,4508
715360349751484417,1672,5694
715342466308784130,723,3153
715220193576927233,693,2516
715200624753819648,2002,5337
715009755312439296,1316,4337
714982300363173890,1098,3915
714962719905021952,4535,7686
714957620017307648,1507,4310
714631576617938945,1066,3403
714606013974974464,983,3780
714485234495041536,1228,2829
714258258790387713,759,3142
714251586676113411,892,3402
714214115368108032,932,2364
714141408463036416,1492,4490
713919462244790272,826,3417
713909862279876608,576,1996
713900603437621249,785,2956
713761197720473600,1461,5085
713411074226274305,1373,4597
713177543487135744,3003,7512
713175907180089344,1547,4646
712809025985978368,7152,19394
712717840512598017,5308,12879
712668654853337088,1288,4333
712438159032893441,1661,5555
712309440758808576,25,254
712097430750289920,1100,3961
712092745624633345,953,3070
712085617388212225,512,3384
712065007010385924,664,2358
711998809858043904,133,0
711968124745228288,2452,8403
711743778164514816,1043,2960
711732680602345472,4373,9273
711694788429553666,19421,34260
711652651650457602,977,4038
711363825979756544,1202,3812
711306686208872448,777,3454
711008018775851008,657,3125
710997087345876993,1476,4747
710844581445812225,736,2658
710833117892898816,573,2806
710658690886586372,599,2406
710609963652087808,2496,4997
710588934686908417,1994,4741
710296729921429505,783,2470
710283270106132480,547,2228
710272297844797440,1336,4726
710269109699739648,1197,2500
710153181850935296,950,3038
710140971284037632,948,2891
710117014656950272,2115,5742
709918798883774466,1134,3113
709901256215666688,105,705
709852847387627521,1268,3659
709566166965075968,1278,3691
709556954897764353,1129,3432
709519240576036864,254,1550
709449600415961088,614,2325
709409458133323776,735,2724
709225125749587968,608,2506
709207347839836162,6204,13154
709198395643068416,678,2516
709179584944730112,713,2101
709158332880297985,448,2131
709042156699303936,1746,4964
708853462201716736,696,1868
708845821941387268,950,3104
708834316713893888,537,1766
708810915978854401,7384,17232
708738143638450176,869,2863
708711088997666817,770,2659
708479650088034305,715,2659
708469915515297792,871,3217
708400866336894977,10754,16741
708356463048204288,1418,3768
708349470027751425,783,2454
708149363256774660,1639,4468
708130923141795840,890,3541
708119489313951744,1041,2805
708109389455101952,577,2017
708026248782585858,2033,4562
707995814724026368,1191,3269
707983188426153984,2,51
707969809498152960,1031,2813
707776935007539200,1006,3426
707741517457260545,651,2603
707738799544082433,2630,4282
707693576495472641,1067,3596
707629649552134146,938,2693
707610948723478529,6823,17722
707420581654872064,735,2377
707411934438625280,634,2383
707387676719185920,1384,3661
707377100785885184,1148,3430
707315916783140866,682,2587
707297311098011648,845,2890
707059547140169728,721,2696
707038192327901184,845,2293
707021089608753152,1456,4253
707014260413456384,634,2407
706904523814649856,8345,15259
706901761596989440,639,2158
706681918348251136,1027,3474
706644897839910912,1165,2699
706593038911545345,668,2253
706538006853918722,1501,3618
706516534877929472,1104,3236
706346369204748288,982,3606
706310011488698368,8493,22383
706291001778950144,497,1776
706265994973601792,978,2857
706169069255446529,2369,4082
706166467411222528,1714,5382
706153300320784384,408,1553
705975130514706432,782,3242
705970349788291072,947,3282
705898680587526145,595,2483
705786532653883392,558,2039
705591895322394625,1224,3312
705475953783398401,981,3087
705442520700944385,1745,4655
705428427625635840,1800,3996
705239209544720384,796,3135
705223444686888960,858,2694
705102439679201280,543,2244
705066031337840642,641,2271
704871453724954624,1181,4463
704859558691414016,581,2357
704847917308362754,1631,5340
704819833553219584,1061,2757
704761120771465216,3083,6930
704499785726889984,1064,3071
704491224099647488,87,800
704480331685040129,1125,3549
704364645503647744,3782,8400
704347321748819968,371,1665
704134088924532736,498,1581
704113298707505153,597,1940
704054845121142784,967,3052
703774238772166656,497,1924
703769065844768768,1208,3442
703631701117943808,732,2710
703611486317502464,1612,4041
703425003149250560,1458,3968
703407252292673536,737,2564
703382836347330562,1208,3663
703356393781329922,409,2001
703268521220972544,581,2058
703079050210877440,3301,7739
703041949650034688,13350,27603
702932127499816960,767,2706
702899151802126337,481,1684
702684942141153280,1150,3371
702671118226825216,599,2296
702598099714314240,3648,12754
702539513671897089,1016,3004
702332542343577600,1656,3342
702321140488925184,1098,3435
702276748847800320,813,2580
702217446468493312,1423,5024
701981390485725185,1055,3608
701952816642965504,1086,3993
701889187134500865,1466,3720
701805642395348998,1808,3593
701601587219795968,485,2184
701570477911896070,994,2953
701545186879471618,653,2784
701214700881756160,5450,12795
700890391244103680,613,2319
700864154249383937,651,2708
700847567345688576,531,2539
700796979434098688,1022,2544
700747788515020802,9952,23911
700518061187723268,852,2763
700505138482569216,606,2385
700462010979500032,1915,4331
700167517596164096,793,2767
700151421916807169,705,2345
700143752053182464,2920,7882
700062718104104960,741,2773
700029284593901568,622,2164
700002074055016451,1432,3467
699801817392291840,1017,3206
699788877217865730,529,2348
699779630832685056,1323,2897
699775878809702401,643,2051
699691744225525762,4891,10735
699446877801091073,2783,6219
699434518667751424,539,2269
699423671849451520,350,1437
699413908797464576,654,2169
699370870310113280,465,1970
699323444782047232,918,3303
699088579889332224,668,2345
699079609774645248,698,2572
699072405256409088,1263,3151
699060279947165696,1923,3958
699036661657767936,1271,2724
698989035503689728,1046,3535
698953797952008193,961,2834
698907974262222848,662,2655
698710712454139905,726,2594
698703483621523456,404,1519
698635131305795584,362,1347
698549713696649216,659,2436
698355670425473025,481,1960
698342080612007937,1006,2366
698262614669991936,2136,4970
698195409219559425,6348,17551
698178924120031232,789,2930
697995514407682048,354,1604
697990423684476929,1379,3441
697943111201378304,731,2510
697881462549430272,1271,3155
697630435728322560,574,1834
697616773278015490,1078,3309
697596423848730625,1344,3168
697575480820686848,534,2137
697516214579523584,1202,2174
697482927769255936,716,2528
697463031882764288,1469,3568
697270446429966336,1983,4895
697259378236399616,1059,3440
697255105972801536,1232,3162
697242256848379904,707,2634
696900204696625153,1090,3331
696894894812565505,717,2445
696886256886657024,1912,5077
696877980375769088,758,2552
696754882863349760,378,1545
696744641916489729,999,2162
696713835009417216,687,2485
696518437233913856,1810,4080
696490539101908992,154,1274
696488710901260288,1099,2658
696405997980676096,1213,3369
696100768806522880,708,2026
695816827381944320,1243,3148
695794761660297217,833,3342
695767669421768709,794,1960
695629776980148225,2235,4779
695446424020918272,1930,4568
695409464418041856,3802,9052
695314793360662529,1564,3800
695095422348574720,654,2765
695074328191332352,1179,2977
695064344191721472,640,1685
695051054296211456,838,2792
694925794720792577,972,2820
694905863685980160,991,2885
694669722378485760,15406,37438
694356675654983680,307,1574
694352839993344000,661,2133
694342028726001664,517,1651
694329668942569472,534,2102
694206574471057408,2161,4385
694183373896572928,990,3084
694001791655137281,1097,3556
693993230313091072,430,1961
693942351086120961,394,1814
693647888581312512,630,2829
693644216740769793,135,1411
693642232151285760,444,2660
693629975228977152,850,2566
693622659251335168,393,1618
693590843962331137,2104,5307
693582294167244802,271,1721
693486665285931008,672,1868
693280720173801472,1322,3524
693267061318012928,869,2504
693262851218264065,534,2337
693231807727280129,781,3005
693155686491000832,3406,8257
693109034023534592,653,1800
693095443459342336,491,1965
692919143163629568,797,2801
692905862751522816,934,2553
692901601640583168,645,1869
692894228850999298,863,2391
692828166163931137,937,3021
692752401762250755,3871,7155
692568918515392513,1638,4557
692535307825213440,1448,3350
692530551048294401,443,1935
692423280028966913,244,1549
692417313023332352,3702,9767
692187005137076224,873,2645
692158366030913536,847,2254
692142790915014657,419,1723
692041934689402880,1357,3564
692017291282812928,1014,2999
691820333922455552,1767,4137
691793053716221953,4475,8491
691756958957883396,1088,3032
691675652215414786,540,2036
691483041324204033,601,2485
691459709405118465,1228,4257
691444869282295808,898,2780
691416866452082688,8170,20236
691321916024623104,703,2694
691096613310316544,943,3102
691090071332753408,358,1793
690989312272396288,3052,6184
690959652130045952,1339,3767
690938899477221376,2120,4323
690932576555528194,1088,3441
690735892932222976,1363,3954
690728923253055490,552,2274
690690673629138944,853,2437
690649993829576704,296,1370
690607260360429569,17,305
690597161306841088,642,2057
690400367696297985,483,1962
690374419777196032,916,3416
690360449368465409,950,2767
690348396616552449,548,1577
690248561355657216,438,1758
690021994562220032,1102,2924
690015576308211712,789,2631
690005060500217858,1797,3842
689999384604450816,396,1496
689993469801164801,483,1535
689977555533848577,475,1432
689905486972461056,739,2547
689877686181715968,1259,3176
689835978131935233,800,2261
689661964914655233,992,3353
689659372465688576,4134,10852
689623661272240129,684,2335
689599056876867584,5903,12171
689557536375177216,491,2144
689517482558820352,1524,3562
689289219123089408,997,2367
689283819090870273,1179,3441
689280876073582592,764,2088
689275259254616065,261,1212
689255633275777024,1155,2681
689154315265683456,1070,3214
689143371370250240,546,2123
688916208532455424,927,2867
688908934925697024,825,2216
688898160958271489,841,2204
688894073864884227,739,2341
688828561667567616,397,1452
688804835492233216,206,1006
688789766343622656,707,2326
688547210804498433,750,2738
688519176466644993,785,2428
688385280030670848,4751,9728
688211956440801280,888,2332
688179443353796608,623,2216
688116655151435777,831,2959
688064179421470721,382,1811
687841446767013888,2694,5737
687826841265172480,1198,2856
687818504314159109,1010,2620
687807801670897665,748,2505
687732144991551489,700,1851
687704180304273409,890,2556
687664829264453632,544,2030
687494652870668288,612,2003
687480748861947905,258,1676
687476254459715584,569,2072
687460506001633280,580,2150
687399393394311168,666,1982
687317306314240000,9745,21062
687312378585812992,2025,4568
687127927494963200,2442,5727
687124485711986689,536,2269
687109925361856513,2630,6090
687102708889812993,1056,2452
687096057537363968,646,2354
686947101016735744,3391,9035
686760001961103360,1471,3686
686749460672679938,1553,3637
686730991906516992,1279,4352
686683045143953408,858,2943
686618349602762752,1452,3869
686606069955735556,581,1987
686394059078897668,725,1829
686386521809772549,938,3412
686377065986265092,599,2330
686358356425093120,724,2309
686286779679375361,1778,4197
686050296934563840,779,2311
686035780142297088,129,1214
686034024800862208,1242,3268
686007916130873345,449,2601
686003207160610816,677,1912
685973236358713344,560,2215
685943807276412928,643,1709
685906723014619143,3112,7886
685681090388975616,134,2128
685667379192414208,610,2456
685663452032069632,1567,3415
685641971164143616,831,3078
685547936038666240,16752,34594
685532292383666176,1229,3192
685325112850124800,4256,9941
685321586178670592,685,2774
685315239903100929,1153,3514
685307451701334016,468,2169
685268753634967552,1287,3242
685198997565345792,711,2445
685169283572338688,1517,4302
684969860808454144,403,2482
684959798585110529,3343,7144
684940049151070208,1115,3378
684926975086034944,498,3674
684914660081053696,1564,3678
684902183876321280,568,1973
684880619965411328,875,2206
684830982659280897,23080,36741
684800227459624960,1063,2842
684594889858887680,3782,9367
684588130326986752,1497,4324
684567543613382656,1314,3152
684538444857667585,1020,2776
684481074559381504,1247,4059
684460069371654144,591,2077
684241637099323392,3533,8550
684225744407494656,227,1292
684222868335505415,1469,4024
684200372118904832,1100,2272
684195085588783105,553,2008
684188786104872960,1252,3645
684177701129875456,719,2114
684147889187209216,1596,3122
684122891630342144,505,2088
684097758874210310,1537,4312
683857920510050305,1191,3985
683852578183077888,375,2017
683849932751646720,1046,2747
683834909291606017,1187,2747
683828599284170753,1130,2928
683773439333797890,1450,3503
683742671509258241,3550,6817
683515932363329536,3116,7715
683498322573824003,1028,3329
683481228088049664,1061,2764
683462770029932544,713,2547
683449695444799489,1724,4085
683391852557561860,2547,7984
683357973142474752,1000,3078
683142553609318400,1112,3023
683111407806746624,972,3556
683098815881154561,704,2272
683078886620553216,600,2076
683030066213818368,778,2260
682962037429899265,17839,38738
682808988178739200,193,1858
682788441537560576,1193,2590
682750546109968385,466,1594
682697186228989953,383,1371
682662431982772225,1157,3195
682638830361513985,645,2153
682429480204398592,1245,3599
682406705142087680,1881,7956
682393905736888321,729,2349
682389078323662849,500,1743
682303737705140231,1070,3224
682259524040966145,1296,4370
682242692827447297,1262,3405
682088079302213632,10566,19176
682059653698686977,1802,5200
682047327939461121,1028,3359
682032003584274432,2149,6894
682003177596559360,1639,3297
681981167097122816,1103,2921
681891461017812993,881,2581
681694085539872773,4325,13387
681679526984871937,480,1844
681654059175129088,989,2761
681610798867845120,507,1998
681579835668455424,1389,3710
681523177663676416,6210,14994
681340665377193984,298,1719
681339448655802368,4348,9733
681320187870711809,807,2780
681302363064414209,1954,4132
681297372102656000,1023,3353
681281657291280384,1178,3374
681261549936340994,292,1523
681242418453299201,575,1569
681231109724700672,517,2508
681193455364796417,1594,3885
680970795137544192,712,2543
680959110691590145,2134,4765
680940246314430465,1127,3368
680934982542561280,469,2175
680913438424612864,661,2504
680889648562991104,391,1850
680836378243002368,1421,3619
680805554198020098,706,2264
680801747103793152,884,2483
680798457301471234,1114,2993
680609293079592961,763,2761
680583894916304897,1437,3794
680497766108381184,2040,4435
680494726643068929,513,1795
680473011644985345,796,2666
680440374763077632,538,1520
680221482581123072,307,1519
680206703334408192,1257,2974
680191257256136705,540,2244
680176173301628928,1677,4084
680161097740095489,785,2426
680145970311643136,1865,3792
680130881361686529,1017,2392
680115823365742593,969,2837
680100725817409536,1456,3737
680085611152338944,9534,13394
680070545539371008,935,2695
679877062409191424,687,2058
679872969355714560,711,2283
679862121895714818,664,2573
679854723806179328,1314,2998
679844490799091713,815,2481
679828447187857408,14986,37903
679777920601223168,1190,3222
679736210798047232,844,2182
679729593985699840,874,2264
679722016581222400,499,1734
679530280114372609,2206,4981
679527802031484928,770,2766
679511351870550016,1356,3515
679503373272485890,1574,3290
679475951516934144,683,2186
679462823135686656,20094,33141
679405845277462528,1282,2482
679158373988876288,8624,22410
679148763231985668,1099,2886
679132435750195208,1233,3091
679111216690831360,2725,6210
679062614270468097,8745,17805
679047485189439488,724,2349
679001094530465792,1314,2951
678991772295516161,1253,2427
678969228704284672,491,1715
678800283649069056,960,2686
678798276842360832,1264,3629
678774928607469569,979,2920
678767140346941444,1457,3686
678764513869611008,505,1707
678755239630127104,3519,7445
678740035362037760,1805,3916
678708137298427904,2578,5799
678675843183484930,1575,2997
678643457146150913,450,2141
678446151570427904,1664,4165
678424312106393600,2695,5633
678410210315247616,1938,4411
678399652199309312,33774,82360
678396796259975168,446,1656
678389028614488064,445,1947
678380236862578688,965,2540
678341075375947776,569,1793
678334497360859136,276,1352
678278586130948096,6455,11926
678255464182861824,396,1645
678023323247357953,408,2004
678021115718029313,6764,14311
677961670166224897,1788,3551
677918531514703872,435,1404
677895101218201600,2235,5022
677716515794329600,1025,3174
677700003327029250,1530,3526
677698403548192770,336,1276
677687604918272002,893,2575
677673981332312066,1586,3469
677662372920729601,1032,2027
677644091929329666,844,1940
677573743309385728,765,2225
677565715327688705,483,1344
677557565589463040,1232,2536
677547928504967168,3858,7190
677530072887205888,240,1114
677335745548390400,1892,3150
677334615166730240,311,1406
677331501395156992,248,1133
677328882937298944,1582,3770
677314812125323265,567,1705
677301033169788928,434,1288
677269281705472000,742,2072
677228873407442944,1733,3676
677187300187611136,976,2835
676975532580409345,1131,2884
676957860086095872,851,2291
676949632774234114,421,1349
676948236477857792,920,2254
676946864479084545,399,1770
676942428000112642,802,2146
676936541936185344,5182,13160
676916996760600576,1901,3071
676897532954456065,762,2338
676864501615042560,749,2179
676821958043033607,16487,23863
676819651066732545,703,1868
676811746707918848,446,1463
676776431406465024,2113,5167
676617503762681856,1037,2998
676613908052996102,206,1127
676606785097199616,462,1948
676603393314578432,408,1207
676593408224403456,2278,4731
676590572941893632,134,948
676588346097852417,843,2412
676582956622721024,293,1249
676575501977128964,1182,2686
676533798876651520,587,1949
676496375194980353,563,1572
676470639084101634,4922,11997
676440007570247681,698,1778
676430933382295552,362,1446
676263575653122048,578,2147
676237365392908289,309,1265
676219687039057920,32637,77327
676215927814406144,615,1793
676191832485810177,1080,2353
676146341966438401,701,1983
676121918416756736,1219,2220
676101918813499392,1221,2905
676098748976615425,1512,3105
676089483918516224,451,1355
675898130735476737,599,1685
675891555769696257,912,2198
675888385639251968,1007,2451
675878199931371520,1467,4305
675870721063669760,600,1692
675853064436391936,1361,2774
675849018447167488,157,974
675845657354215424,932,2361
675822767435051008,561,1573
675820929667219457,241,1083
675798442703122432,3554,10558
675781562965868544,495,1667
675740360753160193,364,1200
675710890956750848,865,1945
675707330206547968,729,2043
675706639471788032,103,664
675534494439489536,436,1871
675531475945709568,404,1221
675522403582218240,299,1073
675517828909424640,479,1342
675501075957489664,6080,17620
675497103322386432,1357,3234
675489971617296384,624,1343
675483430902214656,1018,1900
675432746517426176,596,1571
675372240448454658,531,1746
675362609739206656,239,1081
675354435921575936,17984,33730
675349384339542016,2366,4022
675334060156301312,1353,2864
675166823650848770,1684,3709
675153376133427200,2734,6454
675149409102012420,1761,3844
675147105808306176,252,967
675146535592706048,328,1227
675145476954566656,946,2191
675135153782571009,514,1334
675113801096802304,816,2000
675111688094527488,265,989
675109292475830276,1186,2875
675047298674663426,342,1091
675015141583413248,1254,2784
675006312288268288,236,1011
675003128568291329,492,1594
674999807681908736,1145,2303
674805413498527744,369,880
674800520222154752,893,3076
674793399141146624,1134,2564
674790488185167872,261,1132
674788554665512960,218,832
674781762103414784,1254,2053
674774481756377088,494,1152
674767892831932416,823,1872
674764817387900928,247,802
674754018082705410,466,1395
674752233200820224,485,1495
674743008475090944,578,1440
674742531037511680,53,500
674739953134403584,411,1137
674737130913071104,96,662
674690135443775488,486,1176
674670581682434048,680,1654
674664755118911488,264,943
674646392044941312,521,1474
674644256330530816,281,1054
674638615994089473,605,1720
674632714662858753,602,1539
674606911342424069,102,960
674468880899788800,2143,6374
674447403907457024,371,1089
674436901579923456,410,1141
674422304705744896,556,1468
674416750885273600,146,700
674410619106390016,483,1227
674394782723014656,595,1533
674372068062928900,323,864
674330906434379776,76,576
674318007229923329,534,1444
674307341513269249,7225,11577
674291837063053312,6125,15056
674271431610523648,756,1602
674269164442398721,233,923
674265582246694913,880,1675
674262580978937856,470,1333
674255168825880576,580,1503
674082852460433408,176,773
674075285688614912,299,1000
674063288070742018,2300,6501
674053186244734976,1349,3392
674051556661161984,500,1473
674045139690631169,659,1449
674042553264685056,133,739
674038233588723717,425,1128
674036086168010753,222,864
674024893172875264,1273,1822
674019345211760640,309,1156
674014384960745472,672,1592
674008982932058114,367,1226
673956914389192708,1000,1984
673919437611909120,380,1189
673906403526995968,1674,3252
673887867907739649,259,952
673716320723169284,786,3134
673715861853720576,2160,3606
673711475735838725,304,1056
673709992831262724,284,862
673708611235921920,299,1096
673707060090052608,404,1113
673705679337693185,411,1275
673700254269775872,591,1467
673697980713705472,2025,3872
673689733134946305,670,1769
673688752737402881,511,1286
673686845050527744,453,1469
673680198160809984,482,1396
673662677122719744,371,1276
673656262056419329,250,730
673636718965334016,373,1131
673612854080196609,742,1614
673583129559498752,380,1212
673580926094458881,276,849
673576835670777856,579,1409
673363615379013632,315,1043
673359818736984064,692,1483
673355879178194945,601,1517
673352124999274496,552,1680
673350198937153538,220,756
673345638550134785,1320,2569
673343217010679808,278,988
673342308415348736,605,1298
673320132811366400,8207,13702
673317986296586240,267,885
673295268553605120,3262,7650
673270968295534593,380,1082
673240798075449344,754,1439
673213039743795200,874,2293
673148804208660480,650,1727
672997845381865473,741,2002
672995267319328768,307,974
672988786805112832,301,995
672984142909456390,560,1269
672980819271634944,1032,1847
672975131468300288,941,1713
672970152493887488,366,961
672968025906282496,561,1336
672964561327235073,658,1441
672902681409806336,520,1390
672898206762672129,436,916
672884426393653248,853,1580
672877615439593473,380,1050
672834301050937345,585,1333
672828477930868736,506,1272
672640509974827008,330,986
672622327801233409,509,1315
672614745925664768,600,1240
672609152938721280,399,1131
672604026190569472,411,1133
672594978741354496,623,1351
672591762242805761,343,965
672591271085670400,189,744
672538107540070400,378,1046
672523490734551040,177,650
672488522314567680,449,1134
672482722825261057,622,1149
672481316919734272,128,726
672475084225949696,718,1453
672466075045466113,553,1371
672272411274932228,3486,6551
672267570918129665,630,1524
672264251789176834,347,1161
672256522047614977,1596,2850
672254177670729728,762,1455
672248013293752320,627,1749
672245253877968896,162,700
672239279297454080,329,908
672231046314901505,1041,1862
672222792075620352,216,797
672205392827572224,1186,2298
672169685991993344,378,1037
672160042234327040,369,881
672139350159835138,733,1775
672125275208069120,1171,2448
672095186491711488,376,1012
672082170312290304,375,954
672068090318987265,528,1315
671896809300709376,4275,8594
671891728106971137,585,1346
671882082306625538,1414,3518
671879137494245376,701,1445
671874878652489728,575,1266
671866342182637568,515,1136
671855973984772097,459,919
671789708968640512,3583,7160
671768281401958400,540,1210
671763349865160704,949,1709
671744970634719232,792,1363
671743150407421952,237,751
671735591348891648,778,1475
671729906628341761,4474,8631
671561002136281088,7424,13017
671550332464455680,212,928
671547767500775424,611,1371
671544874165002241,1074,2014
671542985629241344,580,1105
671538301157904385,406,939
671536543010570240,420,1192
671533943490011136,592,1034
671528761649688577,265,851
671520732782923777,540,1418
671518598289059840,301,966
671511350426865664,743,1632
671504605491109889,3639,7133
671497587707535361,456,931
671488513339211776,479,1025
671486386088865792,211,586
671485057807351808,237,773
671390180817915904,751,1440
671362598324076544,301,1126
671357843010908160,150,405
671355857343524864,116,485
671347597085433856,439,971
671186162933985280,218,746
671182547775299584,353,1143
671166507850801152,360,887
671163268581498880,1136,1684
671159727754231808,84,380
671154572044468225,225,727
671151324042559489,158,681
671147085991960577,232,684
671141549288370177,671,1181
671138694582165504,416,942
671134062904504320,199,761
671122204919246848,2592,3550
671115716440031232,795,1381
671109016219725825,452,1161
670995969505435648,300,1119
670842764863651840,8966,24948
670840546554966016,199,603
670838202509447168,715,1130
670833812859932673,128,455
670832455012716544,225,745
670826280409919488,4163,5642
670823764196741120,197,789
670822709593571328,99,621
670815497391357952,1577,3213
670811965569282048,276,1146
670807719151067136,502,1171
670804601705242624,983,2000
670803562457407488,89,346
670797304698376195,243,744
670792680469889025,285,843
670789397210615808,246,669
670786190031921152,206,609
670783437142401025,406,832
670782429121134593,793,1592
670780561024270336,297,794
670778058496974848,74,332
670764103623966721,436,1086
670755717859713024,114,447
670733412878163972,525,977
670727704916926465,370,837
670717338665226240,509,1229
670704688707301377,383,774
670691627984359425,250,596
670679630144274432,290,756
670676092097810432,44,252
670668383499735048,5182,10869
670474236058800128,783,1553
670468609693655041,87,355
670465786746662913,566,977
670452855871037440,213,557
670449342516494336,687,1209
670444955656130560,2032,6820
670442337873600512,203,650
670435821946826752,530,1065
670434127938719744,662,1427
670433248821026816,117,331
670428280563085312,649,1405
670427002554466305,167,524
670421925039075328,651,1327
670420569653809152,322,633
670417414769758208,325,578
670411370698022913,923,2056
670408998013820928,231,565
670403879788544000,161,440
670385711116361728,217,567
670374371102445568,277,755
670361874861563904,69,332
670338931251150849,114,430
670319130621435904,1256,3914
670303360680108032,139,431
670290420111441920,293,716
670093938074779648,345,1044
670086499208155136,261,710
670079681849372674,1275,2247
670073503555706880,811,1596
670069087419133954,250,639
670061506722140161,351,779
670055038660800512,340,679
670046952931721218,181,655
670040295598354432,115,768
670037189829525505,286,596
670003130994700288,96,338
669993076832759809,86,329
669972011175813120,167,453
669970042633789440,62,307
669942763794931712,170,514
669926384437997569,108,381
669923323644657664,59,239
669753178989142016,412,827
669749430875258880,67,271
669684865554620416,91,527
669683899023405056,114,394
669682095984410625,136,358
669680153564442624,296,677
669661792646373376,452,815
669625907762618368,1859,3582
669603084620980224,371,957
669597912108789760,154,519
669583744538451968,949,1514
669573570759163904,145,441
669571471778410496,1043,1613
669567591774625800,58,240
669564461267722241,128,393
669393256313184256,79,373
669375718304980992,751,1355
669371483794317312,186,505
669367896104181761,163,472
669363888236994561,235,635
669359674819481600,127,374
669354382627049472,1302,2746
669353438988365824,266,655
669351434509529089,192,447
669328503091937280,426,1025
669327207240699904,119,585
669324657376567296,213,503
669216679721873412,414,1204
669214165781868544,173,446
669203728096960512,491,1017
669037058363662336,321,669
669015743032369152,382,754
669006782128353280,257,585
669000397445533696,6528,21161
668994913074286592,238,449
668992363537309700,355,750
668989615043424256,337,692
668988183816871936,484,910
668986018524233728,173,563
668981893510119424,317,546
668979806671884288,356,805
668975677807423489,597,1325
668967877119254528,25,148
668960084974809088,245,715
668955713004314625,74,285
668932921458302977,59,270
668902994700836864,103,324
668892474547511297,154,400
668872652652679168,308,536
668852170888998912,171,459
668826086256599040,141,441
668815180734689280,278,583
668779399630725120,380,712
668655139528511488,223,541
668645506898350081,549,908
668643542311546881,543,890
668641109086707712,553,1096
668636665813057536,500,1057
668633411083464705,1691,2857
668631377374486528,325,730
668627278264475648,118,323
668625577880875008,138,394
668623201287675904,793,1456
668620235289837568,44,206
668614819948453888,321,621
668587383441514497,1102,1689
668567822092664832,57,248
668544745690562560,232,528
668542336805281792,221,469
668537837512433665,77,255
668528771708952576,232,470
668507509523615744,111,330
668496999348633600,135,420
668484198282485761,241,432
668480044826800133,152,469
668466899341221888,526,894
668297328638447616,304,628
668291999406125056,32,247
668286279830867968,142,513
668274247790391296,235,837
668268907921326080,243,560
668256321989451776,633,1319
668248472370458624,501,1006
668237644992782336,2908,6287
668226093875376128,106,304
668221241640230912,203,516
668204964695683073,200,558
668190681446379520,200,661
668171859951755264,201,500
668154635664932864,323,504
668142349051129856,294,573
668113020489474048,248,672
667937095915278337,808,1276
667924896115245057,113,306
667915453470232577,58,212
667911425562669056,310,494
667902449697558528,383,859
667886921285246976,1113,1905
667885044254572545,499,824
667878741721415682,122,394
667873844930215936,416,632
667866724293877760,1052,3028
667861340749471744,78,244
667832474953625600,63,292
667806454573760512,505,1066
667801013445750784,97,330
667793409583771648,336,707
667782464991965184,248,413
667773195014021121,58,237
667766675769573376,220,445
667728196545200128,152,379
